,datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name,month,year,day
503,2015-05-20,5.67,6.465,2.0,17.0,12.0,1.0,5.0,6.0,2015,5,276,Wednesday,2015-05,2015,2015-05-20
504,2015-05-21,6.0,1.957,3.0,10.0,5.0,0.0,1.0,3.3,2015,5,276,Thursday,2015-05,2015,2015-05-21
505,2015-05-22,3.0,0.198,2.0,15.0,8.0,0.0,0.0,7.0,2015,5,276,Friday,2015-05,2015,2015-05-22
506,2015-05-23,5.68,2.69,5.0,23.45,10.0,0.0,2.0,7.0,2015,5,276,Saturday,2015-05,2015,2015-05-23
507,2015-05-24,5.33,7.769,3.0,20.0,5.0,0.0,0.0,1.3,2015,5,276,Sunday,2015-05,2015,2015-05-24
508,2015-05-25,9.66,3.33,4.0,30.0,11.0,3.0,0.0,3.0,2015,5,276,Monday,2015-05,2015,2015-05-25
509,2015-05-26,7.34,3.34,4.5,27.0,11.0,0.0,22.0,10.0,2015,5,276,Tuesday,2015-05,2015,2015-05-26
510,2015-05-27,4.0,2.66,2.0,24.2,7.0,0.0,0.0,1.0,2015,5,276,Wednesday,2015-05,2015,2015-05-27
511,2015-05-28,6.0,2.33,6.7,17.1,3.0,0.0,20.0,3.0,2015,5,276,Thursday,2015-05,2015,2015-05-28
512,2015-05-29,6.33,5.01,3.0,41.8,6.0,0.0,5.0,3.0,2015,5,276,Friday,2015-05,2015,2015-05-29
513,2015-05-30,14.0,2.68,6.0,24.5,4.0,0.0,4.0,8.0,2015,5,276,Saturday,2015-05,2015,2015-05-30
514,2015-05-31,3.0,4.697,6.3,31.5,2.0,0.0,0.0,10.5,2015,5,276,Sunday,2015-05,2015,2015-05-31
515,2015-06-01,4.66,5.0,2.5,23.55,12.0,0.0,2.0,3.0,2015,6,276,Monday,2015-06,2015,2015-06-01
516,2015-06-02,8.33,8.0,7.9,24.0,10.0,4.0,3.0,6.0,2015,6,276,Tuesday,2015-06,2015,2015-06-02
517,2015-06-03,5.0,1.66,5.3,30.0,9.0,0.0,6.0,2.0,2015,6,276,Wednesday,2015-06,2015,2015-06-03
518,2015-06-04,2.33,4.0,3.0,20.0,5.0,0.0,2.0,2.0,2015,6,276,Thursday,2015-06,2015,2015-06-04
519,2015-06-05,5.0,0.67,5.0,13.0,6.0,0.0,1.0,7.0,2015,6,276,Friday,2015-06,2015,2015-06-05
520,2015-06-06,3.68,3.68,2.0,16.0,6.0,0.0,17.0,2.0,2015,6,276,Saturday,2015-06,2015,2015-06-06
521,2015-06-07,6.34,5.01,2.0,17.0,6.0,1.0,22.0,6.0,2015,6,276,Sunday,2015-06,2015,2015-06-07
522,2015-06-08,6.0,5.66,2.5,31.0,10.0,1.0,3.0,7.0,2015,6,276,Monday,2015-06,2015,2015-06-08
523,2015-06-09,3.0,4.0,4.0,26.6,14.0,0.0,0.0,4.6,2015,6,276,Tuesday,2015-06,2015,2015-06-09
524,2015-06-10,4.34,3.01,8.0,18.676,6.0,0.0,7.0,2.0,2015,6,276,Wednesday,2015-06,2015,2015-06-10
525,2015-06-11,6.0,2.33,5.1,38.3,11.0,0.0,1.0,3.0,2015,6,276,Thursday,2015-06,2015,2015-06-11
526,2015-06-12,1.67,1.66,2.0,17.5,2.0,2.0,0.0,5.0,2015,6,276,Friday,2015-06,2015,2015-06-12
527,2015-06-13,2.33,4.66,7.3,21.4,6.0,0.0,12.0,4.0,2015,6,276,Saturday,2015-06,2015,2015-06-13
528,2015-06-14,5.0,3.67,1.6,14.0,6.0,0.0,3.0,2.0,2015,6,276,Sunday,2015-06,2015,2015-06-14
529,2015-06-15,4.0,3.36,5.0,37.0,9.0,0.0,6.0,9.0,2015,6,276,Monday,2015-06,2015,2015-06-15
530,2015-06-16,7.0,3.34,4.0,20.0,6.0,0.0,8.0,5.0,2015,6,276,Tuesday,2015-06,2015,2015-06-16
531,2015-06-17,3.66,3.32,8.66,24.0,10.0,1.0,20.0,2.0,2015,6,276,Wednesday,2015-06,2015,2015-06-17
532,2015-06-18,3.0,5.33,7.0,24.6,4.0,0.0,23.0,3.6,2015,6,276,Thursday,2015-06,2015,2015-06-18
533,2015-06-19,5.33,4.01,3.1,24.0,13.0,2.0,10.0,6.3,2015,6,276,Friday,2015-06,2015,2015-06-19
534,2015-06-20,9.34,3.0,3.0,26.8,5.0,0.0,10.0,7.0,2015,6,276,Saturday,2015-06,2015,2015-06-20
535,2015-06-21,9.34,0.68,5.0,18.0,5.0,0.0,6.0,2.0,2015,6,276,Sunday,2015-06,2015,2015-06-21
536,2015-06-22,5.17,6.99,9.6,29.062,0.0,0.0,1.0,5.0,2015,6,276,Monday,2015-06,2015,2015-06-22
537,2015-06-23,4.67,5.67,3.5,19.0,7.0,0.0,5.0,5.0,2015,6,276,Tuesday,2015-06,2015,2015-06-23
538,2015-06-24,3.83,4.0,7.0,23.8,5.0,1.0,4.0,3.0,2015,6,276,Wednesday,2015-06,2015,2015-06-24
539,2015-06-25,6.33,4.34,6.0,24.125,4.0,0.0,0.0,3.0,2015,6,276,Thursday,2015-06,2015,2015-06-25
540,2015-06-26,7.17,0.33,2.0,29.0,3.0,0.0,1.0,4.0,2015,6,276,Friday,2015-06,2015,2015-06-26
541,2015-06-27,7.33,3.33,6.0,36.0,10.0,0.0,1.0,2.0,2015,6,276,Saturday,2015-06,2015,2015-06-27
542,2015-06-28,5.34,4.65,7.4,12.0,0.0,0.0,6.0,6.0,2015,6,276,Sunday,2015-06,2015,2015-06-28
543,2015-06-29,5.68,3.66,4.0,22.0,15.0,0.0,11.0,3.0,2015,6,276,Monday,2015-06,2015,2015-06-29
544,2015-06-30,1.0,4.67,6.0,35.0,12.0,0.0,2.0,4.3,2015,6,276,Tuesday,2015-06,2015,2015-06-30
545,2015-07-01,8.83,5.68,5.4,18.25,14.0,1.0,12.0,10.0,2015,7,276,Wednesday,2015-07,2015,2015-07-01
546,2015-07-02,3.0,2.0,1.0,23.15,3.0,0.0,1.0,2.0,2015,7,276,Thursday,2015-07,2015,2015-07-02
547,2015-07-03,5.5,4.33,3.5,24.5,10.0,0.0,8.0,4.0,2015,7,276,Friday,2015-07,2015,2015-07-03
548,2015-07-04,7.35,2.34,4.2,15.2,2.0,0.0,0.0,3.0,2015,7,276,Saturday,2015-07,2015,2015-07-04
549,2015-07-05,5.0,4.34,4.2,14.0,10.0,0.0,1.0,4.0,2015,7,276,Sunday,2015-07,2015,2015-07-05
550,2015-07-06,5.5,4.68,2.0,20.0,8.0,0.0,3.0,3.0,2015,7,276,Monday,2015-07,2015,2015-07-06
551,2015-07-07,4.84,4.68,2.3,19.6,5.0,0.0,3.0,7.0,2015,7,276,Tuesday,2015-07,2015,2015-07-07
552,2015-07-08,2.0,1.35,3.0,18.6,6.0,0.0,5.0,3.0,2015,7,276,Wednesday,2015-07,2015,2015-07-08
553,2015-07-09,2.34,1.67,2.0,32.75,4.0,0.0,0.0,5.0,2015,7,276,Thursday,2015-07,2015,2015-07-09
554,2015-07-10,5.5,6.34,5.0,37.0,15.0,0.0,8.0,6.0,2015,7,276,Friday,2015-07,2015,2015-07-10
555,2015-07-11,4.0,2.33,4.9,45.0,9.0,0.0,2.0,10.0,2015,7,276,Saturday,2015-07,2015,2015-07-11
556,2015-07-12,6.33,5.33,5.0,25.3,5.0,0.0,0.0,6.5,2015,7,276,Sunday,2015-07,2015,2015-07-12
557,2015-07-13,3.68,0.66,8.0,22.55,5.0,0.0,0.0,3.0,2015,7,276,Monday,2015-07,2015,2015-07-13
558,2015-07-14,0.34,4.33,5.0,14.0,1.0,0.0,2.0,2.0,2015,7,276,Tuesday,2015-07,2015,2015-07-14
559,2015-07-15,8.49,1.66,4.0,20.2,5.0,0.0,1.0,9.0,2015,7,276,Wednesday,2015-07,2015,2015-07-15
560,2015-07-16,8.34,3.33,1.0,18.0,3.0,0.0,2.0,4.0,2015,7,276,Thursday,2015-07,2015,2015-07-16
561,2015-07-17,2.5,1.33,1.0,28.0,3.0,0.0,0.0,2.3,2015,7,276,Friday,2015-07,2015,2015-07-17
562,2015-07-18,3.68,7.38,2.0,25.0,8.0,3.0,1.0,3.0,2015,7,276,Saturday,2015-07,2015,2015-07-18
563,2015-07-19,11.68,1.68,2.0,15.0,1.0,0.0,1.0,3.0,2015,7,276,Sunday,2015-07,2015,2015-07-19
564,2015-07-20,5.84,4.67,5.0,41.0,4.0,0.0,0.0,2.0,2015,7,276,Monday,2015-07,2015,2015-07-20
565,2015-07-21,4.68,1.0,3.2,14.25,7.0,0.0,1.0,4.0,2015,7,276,Tuesday,2015-07,2015,2015-07-21
566,2015-07-22,9.33,0.34,5.0,22.0,10.0,0.0,5.0,3.0,2015,7,276,Wednesday,2015-07,2015,2015-07-22
567,2015-07-23,1.5,4.0,3.0,14.0,3.0,0.0,0.0,2.0,2015,7,276,Thursday,2015-07,2015,2015-07-23
568,2015-07-24,6.0,6.34,3.6,29.6,9.0,1.0,1.0,10.0,2015,7,276,Friday,2015-07,2015,2015-07-24
569,2015-07-25,4.0,4.0,5.0,22.0,7.0,1.0,0.0,4.0,2015,7,276,Saturday,2015-07,2015,2015-07-25
570,2015-07-26,5.0,2.99,3.0,29.0,4.0,0.0,0.0,0.0,2015,7,276,Sunday,2015-07,2015,2015-07-26
571,2015-07-27,7.34,3.34,7.0,24.0,9.0,0.0,0.0,1.5,2015,7,276,Monday,2015-07,2015,2015-07-27
572,2015-07-28,14.18,6.02,1.0,15.2,14.0,0.0,1.0,3.0,2015,7,276,Tuesday,2015-07,2015,2015-07-28
573,2015-07-29,10.34,3.34,4.0,21.378,8.0,0.0,2.0,1.0,2015,7,276,Wednesday,2015-07,2015,2015-07-29
574,2015-07-30,3.0,3.33,14.0,16.3,3.0,0.0,0.0,4.0,2015,7,276,Thursday,2015-07,2015,2015-07-30
575,2015-07-31,5.5,9.0,6.2,24.0,8.0,0.0,0.0,6.0,2015,7,276,Friday,2015-07,2015,2015-07-31
576,2015-08-01,5.0,5.0,4.0,19.0,14.0,0.0,0.0,2.0,2015,8,276,Saturday,2015-08,2015,2015-08-01
577,2015-08-02,5.0,6.7,4.0,15.0,9.0,0.0,0.0,2.0,2015,8,276,Sunday,2015-08,2015,2015-08-02
578,2015-08-03,1.5,2.33,1.5,23.0,3.5,1.0,5.0,1.0,2015,8,276,Monday,2015-08,2015,2015-08-03
579,2015-08-04,6.34,2.33,3.0,23.0,5.0,1.0,0.0,4.0,2015,8,276,Tuesday,2015-08,2015,2015-08-04
580,2015-08-05,5.0,3.33,4.2,22.2,3.5,0.0,0.0,1.0,2015,8,276,Wednesday,2015-08,2015,2015-08-05
581,2015-08-06,5.33,1.67,8.0,35.0,11.0,0.0,3.0,2.0,2015,8,276,Thursday,2015-08,2015,2015-08-06
582,2015-08-07,4.33,4.0,6.0,22.0,9.0,2.0,1.0,6.0,2015,8,276,Friday,2015-08,2015,2015-08-07
583,2015-08-08,6.33,5.33,7.0,22.0,5.0,0.0,0.0,0.7,2015,8,276,Saturday,2015-08,2015,2015-08-08
584,2015-08-09,5.0,3.66,2.0,21.0,5.0,0.0,2.0,3.0,2015,8,276,Sunday,2015-08,2015,2015-08-09
585,2015-08-10,3.67,5.68,4.2,29.0,12.5,0.0,1.0,5.0,2015,8,276,Monday,2015-08,2015,2015-08-10
586,2015-08-11,12.33,6.66,7.4,18.1,10.0,0.0,0.0,4.0,2015,8,276,Tuesday,2015-08,2015,2015-08-11
587,2015-08-12,8.67,7.693,4.0,28.2,9.5,0.0,1.0,1.0,2015,8,276,Wednesday,2015-08,2015,2015-08-12
588,2015-08-13,8.0,2.0,6.0,23.438,9.0,0.0,3.0,3.0,2015,8,276,Thursday,2015-08,2015,2015-08-13
589,2015-08-14,3.0,4.66,4.0,16.7,5.0,0.0,1.0,4.0,2015,8,276,Friday,2015-08,2015,2015-08-14
590,2015-08-15,3.34,6.34,6.0,35.0,14.0,1.0,1.0,1.0,2015,8,276,Saturday,2015-08,2015,2015-08-15
591,2015-08-16,2.0,4.67,2.0,19.25,4.0,2.0,0.0,2.0,2015,8,276,Sunday,2015-08,2015,2015-08-16
592,2015-08-17,8.0,3.0,3.0,33.0,6.0,0.0,0.0,2.0,2015,8,276,Monday,2015-08,2015,2015-08-17
593,2015-08-18,6.01,2.67,3.0,24.0,16.0,0.0,3.0,1.0,2015,8,276,Tuesday,2015-08,2015,2015-08-18
594,2015-08-19,6.33,2.66,8.0,28.0,15.0,0.0,3.0,3.0,2015,8,276,Wednesday,2015-08,2015,2015-08-19
595,2015-08-20,3.5,3.68,5.0,19.0,6.0,1.0,0.0,0.0,2015,8,276,Thursday,2015-08,2015,2015-08-20
596,2015-08-21,6.0,0.67,3.0,34.0,8.0,1.0,1.0,4.0,2015,8,276,Friday,2015-08,2015,2015-08-21
597,2015-08-22,2.34,6.736,4.0,28.0,6.0,3.0,1.0,6.0,2015,8,276,Saturday,2015-08,2015,2015-08-22
598,2015-08-23,8.99,5.33,3.0,28.0,8.0,0.0,2.0,2.0,2015,8,276,Sunday,2015-08,2015,2015-08-23
599,2015-08-24,8.5,3.66,3.4,45.1,8.0,0.0,0.0,1.0,2015,8,276,Monday,2015-08,2015,2015-08-24
600,2015-08-25,2.34,2.67,4.0,23.5,20.0,0.0,1.0,3.0,2015,8,276,Tuesday,2015-08,2015,2015-08-25
601,2015-08-26,2.67,4.02,7.3,27.0,7.0,0.0,1.0,6.0,2015,8,276,Wednesday,2015-08,2015,2015-08-26
602,2015-08-27,9.33,3.0,4.5,32.0,8.0,0.0,0.0,3.0,2015,8,276,Thursday,2015-08,2015,2015-08-27
603,2015-08-28,7.0,8.67,1.0,15.1,12.0,0.0,0.0,3.0,2015,8,276,Friday,2015-08,2015,2015-08-28
604,2015-08-29,10.84,10.34,4.0,23.2,4.0,3.0,3.0,2.0,2015,8,276,Saturday,2015-08,2015,2015-08-29
605,2015-08-30,11.0,6.02,3.5,21.0,3.0,0.0,6.0,4.0,2015,8,276,Sunday,2015-08,2015,2015-08-30
606,2015-08-31,4.0,9.34,3.4,38.0,9.5,0.0,6.0,2.0,2015,8,276,Monday,2015-08,2015,2015-08-31
607,2015-09-01,8.18,2.84,4.4,28.25,8.0,0.0,0.0,3.0,2015,9,276,Tuesday,2015-09,2015,2015-09-01
608,2015-09-02,5.33,7.0,3.0,31.3,9.5,0.0,5.0,5.0,2015,9,276,Wednesday,2015-09,2015,2015-09-02
609,2015-09-03,1.34,3.68,2.2,19.0,13.0,0.0,4.0,2.0,2015,9,276,Thursday,2015-09,2015,2015-09-03
610,2015-09-04,3.34,2.68,3.1,20.0,8.0,1.0,1.0,2.0,2015,9,276,Friday,2015-09,2015,2015-09-04
611,2015-09-05,8.83,6.01,3.2,20.0,10.5,1.0,6.0,4.0,2015,9,276,Saturday,2015-09,2015,2015-09-05
612,2015-09-06,8.33,9.67,6.0,23.6,8.0,1.0,0.0,3.0,2015,9,276,Sunday,2015-09,2015,2015-09-06
613,2015-09-07,4.34,6.124,2.5,32.8,7.0,1.0,5.0,2.0,2015,9,276,Monday,2015-09,2015,2015-09-07
614,2015-09-08,2.67,1.693,5.0,29.2,4.0,0.0,2.0,4.0,2015,9,276,Tuesday,2015-09,2015,2015-09-08
615,2015-09-09,2.0,3.0,1.0,34.7,8.0,0.0,2.0,2.0,2015,9,276,Wednesday,2015-09,2015,2015-09-09
616,2015-09-10,6.0,3.99,4.2,21.2,18.0,0.0,2.0,2.0,2015,9,276,Thursday,2015-09,2015,2015-09-10
617,2015-09-11,11.33,5.0,9.0,30.0,9.0,0.0,2.0,2.0,2015,9,276,Friday,2015-09,2015,2015-09-11
618,2015-09-12,4.66,7.66,5.2,63.3,6.0,3.0,0.0,2.0,2015,9,276,Saturday,2015-09,2015,2015-09-12
619,2015-09-13,7.33,6.165,7.2,25.0,4.0,0.0,11.0,3.0,2015,9,276,Sunday,2015-09,2015,2015-09-13
620,2015-09-14,4.68,5.0,1.0,31.3,14.0,0.0,0.0,0.0,2015,9,276,Monday,2015-09,2015,2015-09-14
621,2015-09-15,3.33,5.076,4.2,23.8,7.5,0.0,6.0,5.0,2015,9,276,Tuesday,2015-09,2015,2015-09-15
622,2015-09-16,0.67,4.835,2.2,16.6,6.0,0.0,2.0,1.0,2015,9,276,Wednesday,2015-09,2015,2015-09-16
623,2015-09-17,9.83,6.33,0.0,35.5,3.0,0.0,1.0,2.0,2015,9,276,Thursday,2015-09,2015,2015-09-17
624,2015-09-18,3.34,1.33,3.0,16.0,4.0,0.0,4.0,3.0,2015,9,276,Friday,2015-09,2015,2015-09-18
625,2015-09-19,6.83,0.99,7.0,37.0,7.0,0.0,4.0,5.0,2015,9,276,Saturday,2015-09,2015,2015-09-19
626,2015-09-20,9.99,3.99,6.5,28.9,15.0,0.0,0.0,2.0,2015,9,276,Sunday,2015-09,2015,2015-09-20
627,2015-09-21,2.0,10.0,2.0,46.7,6.0,0.0,0.0,2.0,2015,9,276,Monday,2015-09,2015,2015-09-21
628,2015-09-22,6.99,1.33,4.0,19.5,10.0,2.0,5.0,5.0,2015,9,276,Tuesday,2015-09,2015,2015-09-22
629,2015-09-23,6.16,4.056,3.3,34.65,7.0,0.0,2.0,1.0,2015,9,276,Wednesday,2015-09,2015,2015-09-23
630,2015-09-24,2.99,4.34,4.2,37.6,7.0,0.0,0.0,0.0,2015,9,276,Thursday,2015-09,2015,2015-09-24
631,2015-09-25,4.83,4.98,5.2,25.2,11.0,0.0,1.0,3.0,2015,9,276,Friday,2015-09,2015,2015-09-25
632,2015-09-26,12.42,3.33,2.5,33.0,6.0,1.0,7.0,2.0,2015,9,276,Saturday,2015-09,2015,2015-09-26
633,2015-09-27,5.83,3.0,2.3,10.425,3.0,1.0,2.0,1.0,2015,9,276,Sunday,2015-09,2015,2015-09-27
634,2015-09-28,1.0,1.33,2.0,15.4,8.0,0.0,17.0,2.0,2015,9,276,Monday,2015-09,2015,2015-09-28
635,2015-09-29,6.33,4.363,1.0,39.7,7.0,0.0,0.0,0.0,2015,9,276,Tuesday,2015-09,2015,2015-09-29
636,2015-09-30,5.32,4.33,4.0,22.5,9.0,0.0,0.0,1.0,2015,9,276,Wednesday,2015-09,2015,2015-09-30
637,2015-10-01,9.66,5.99,4.0,34.562,2.0,0.0,5.0,2.0,2015,10,276,Thursday,2015-10,2015,2015-10-01
638,2015-10-02,5.0,4.726,4.0,37.3,5.0,0.0,5.0,1.0,2015,10,276,Friday,2015-10,2015,2015-10-02
639,2015-10-03,10.34,5.34,3.0,37.2,7.0,0.0,7.0,2.0,2015,10,276,Saturday,2015-10,2015,2015-10-03
640,2015-10-04,7.0,4.0,4.0,59.0,3.0,0.0,16.0,2.0,2015,10,276,Sunday,2015-10,2015,2015-10-04
641,2015-10-05,5.0,2.373,2.2,70.95,11.0,1.0,7.0,5.0,2015,10,276,Monday,2015-10,2015,2015-10-05
642,2015-10-06,5.69,3.66,5.5,42.725,9.0,1.0,5.0,4.0,2015,10,276,Tuesday,2015-10,2015,2015-10-06
643,2015-10-07,7.33,2.66,6.0,44.3,8.0,0.0,5.0,2.0,2015,10,276,Wednesday,2015-10,2015,2015-10-07
644,2015-10-08,8.82,4.33,3.0,30.7,5.0,0.0,20.0,0.0,2015,10,276,Thursday,2015-10,2015,2015-10-08
645,2015-10-09,2.0,2.769,7.6,28.062,13.0,2.0,10.0,2.0,2015,10,276,Friday,2015-10,2015,2015-10-09
646,2015-10-10,6.16,5.66,3.0,46.3,19.5,0.0,1.0,0.0,2015,10,276,Saturday,2015-10,2015,2015-10-10
647,2015-10-11,10.33,2.792,7.1,70.3,8.0,0.0,3.0,5.0,2015,10,276,Sunday,2015-10,2015,2015-10-11
648,2015-10-12,9.66,7.33,6.0,68.85,12.0,0.0,5.0,3.0,2015,10,276,Monday,2015-10,2015,2015-10-12
649,2015-10-13,3.83,7.0,5.2,63.8,5.5,0.0,5.0,1.0,2015,10,276,Tuesday,2015-10,2015,2015-10-13
650,2015-10-14,4.66,7.33,3.9,38.6,7.0,0.0,0.0,1.0,2015,10,276,Wednesday,2015-10,2015,2015-10-14
651,2015-10-15,5.16,5.726,7.3,64.724,4.0,0.0,9.0,1.0,2015,10,276,Thursday,2015-10,2015,2015-10-15
652,2015-10-16,1.67,3.33,5.2,57.3,2.0,0.0,5.0,1.0,2015,10,276,Friday,2015-10,2015,2015-10-16
653,2015-10-17,10.34,2.837,3.4,74.3,8.0,0.0,0.0,1.0,2015,10,276,Saturday,2015-10,2015,2015-10-17
654,2015-10-18,7.34,6.54,4.9,55.6,3.0,1.0,8.0,8.0,2015,10,276,Sunday,2015-10,2015,2015-10-18
655,2015-10-19,12.0,3.802,3.0,62.6,3.0,0.0,17.0,0.0,2015,10,276,Monday,2015-10,2015,2015-10-19
656,2015-10-20,3.34,1.99,2.3,44.7,6.0,0.0,10.0,5.0,2015,10,276,Tuesday,2015-10,2015,2015-10-20
657,2015-10-21,8.66,2.363,3.2,36.8,9.0,1.0,1.0,4.0,2015,10,276,Wednesday,2015-10,2015,2015-10-21
658,2015-10-22,4.33,0.34,0.0,35.262,9.0,0.0,2.0,2.0,2015,10,276,Thursday,2015-10,2015,2015-10-22
659,2015-10-23,7.0,1.66,10.2,41.4,3.0,0.0,6.0,2.0,2015,10,276,Friday,2015-10,2015,2015-10-23
660,2015-10-24,9.84,8.35,9.1,67.4,8.0,0.0,4.0,2.0,2015,10,276,Saturday,2015-10,2015,2015-10-24
661,2015-10-25,3.0,3.33,3.1,64.6,4.0,0.0,0.0,4.0,2015,10,276,Sunday,2015-10,2015,2015-10-25
662,2015-10-26,9.0,5.33,8.0,53.3,8.0,1.0,2.0,2.0,2015,10,276,Monday,2015-10,2015,2015-10-26
663,2015-10-27,4.33,2.0,8.5,64.4,7.0,0.0,8.0,3.0,2015,10,276,Tuesday,2015-10,2015,2015-10-27
664,2015-10-28,1.0,1.66,1.0,33.0,11.0,1.0,6.0,2.0,2015,10,276,Wednesday,2015-10,2015,2015-10-28
665,2015-10-29,2.33,3.693,1.3,38.3,8.0,0.0,0.0,1.0,2015,10,276,Thursday,2015-10,2015,2015-10-29
666,2015-10-30,5.33,3.67,3.2,49.6,8.0,0.0,5.0,3.0,2015,10,276,Friday,2015-10,2015,2015-10-30
667,2015-10-31,5.66,4.65,8.0,58.4,6.0,0.0,7.0,1.0,2015,10,276,Saturday,2015-10,2015,2015-10-31
668,2015-11-01,2.33,7.99,5.6,80.4,11.0,0.0,5.0,0.0,2015,11,276,Sunday,2015-11,2015,2015-11-01
669,2015-11-02,4.66,4.33,4.0,46.3,7.0,0.0,7.0,2.0,2015,11,276,Monday,2015-11,2015,2015-11-02
670,2015-11-03,1.34,4.35,4.3,41.8,5.0,0.0,3.0,0.0,2015,11,276,Tuesday,2015-11,2015,2015-11-03
671,2015-11-04,8.5,2.34,3.0,59.8,18.0,3.0,3.0,4.0,2015,11,276,Wednesday,2015-11,2015,2015-11-04
672,2015-11-05,4.33,3.561,7.4,45.0,3.0,0.0,0.0,2.0,2015,11,276,Thursday,2015-11,2015,2015-11-05
673,2015-11-06,3.33,6.736,4.0,31.475,5.0,2.0,1.0,0.0,2015,11,276,Friday,2015-11,2015,2015-11-06
674,2015-11-07,4.0,3.11,4.8,69.9,15.0,1.0,6.0,1.0,2015,11,276,Saturday,2015-11,2015,2015-11-07
675,2015-11-08,6.33,3.67,7.2,48.6,7.0,0.0,13.0,1.0,2015,11,276,Sunday,2015-11,2015,2015-11-08
676,2015-11-09,3.66,6.198,4.2,40.75,3.0,1.0,12.0,1.0,2015,11,276,Monday,2015-11,2015,2015-11-09
677,2015-11-10,6.33,7.482,10.0,41.2,8.0,0.0,9.0,2.0,2015,11,276,Tuesday,2015-11,2015,2015-11-10
678,2015-11-11,9.66,5.34,7.2,60.0,4.0,0.0,12.0,3.0,2015,11,276,Wednesday,2015-11,2015,2015-11-11
679,2015-11-12,6.0,4.33,6.0,24.0,11.0,0.0,20.0,0.0,2015,11,276,Thursday,2015-11,2015,2015-11-12
680,2015-11-13,5.0,2.44,2.0,22.0,13.0,0.0,0.0,0.0,2015,11,276,Friday,2015-11,2015,2015-11-13
681,2015-11-14,4.99,0.33,3.7,19.0,5.0,1.0,0.0,1.0,2015,11,276,Saturday,2015-11,2015,2015-11-14
682,2015-11-15,1.33,11.99,9.3,42.35,8.0,2.0,17.0,0.0,2015,11,276,Sunday,2015-11,2015,2015-11-15
683,2015-11-16,5.67,3.67,6.0,50.3,9.0,0.0,3.0,2.0,2015,11,276,Monday,2015-11,2015,2015-11-16
684,2015-11-17,6.34,4.693,4.7,60.0,1.0,0.0,0.0,2.0,2015,11,276,Tuesday,2015-11,2015,2015-11-17
685,2015-11-18,6.34,5.33,5.5,24.5,11.0,0.0,0.0,2.0,2015,11,276,Wednesday,2015-11,2015,2015-11-18
686,2015-11-19,2.0,2.99,2.1,26.4,22.0,0.0,0.0,0.0,2015,11,276,Thursday,2015-11,2015,2015-11-19
687,2015-11-20,5.66,1.66,3.8,25.6,2.0,2.0,10.0,3.0,2015,11,276,Friday,2015-11,2015,2015-11-20
688,2015-11-21,4.0,2.01,5.2,45.5,4.0,0.0,17.0,3.0,2015,11,276,Saturday,2015-11,2015,2015-11-21
689,2015-11-22,2.0,3.439,2.6,41.2,6.0,2.0,2.0,1.0,2015,11,276,Sunday,2015-11,2015,2015-11-22
690,2015-11-23,3.0,1.0,4.7,69.0,3.0,0.0,1.0,2.0,2015,11,276,Monday,2015-11,2015,2015-11-23
691,2015-11-24,5.0,6.33,6.4,19.8,12.0,3.0,1.0,5.0,2015,11,276,Tuesday,2015-11,2015,2015-11-24
692,2015-11-25,5.66,5.33,3.2,29.0,11.0,0.0,3.0,3.0,2015,11,276,Wednesday,2015-11,2015,2015-11-25
693,2015-11-26,4.33,4.0,2.0,25.975,8.0,0.0,0.0,0.0,2015,11,276,Thursday,2015-11,2015,2015-11-26
694,2015-11-27,0.67,4.373,2.0,20.8,7.0,0.0,0.0,0.0,2015,11,276,Friday,2015-11,2015,2015-11-27
695,2015-11-28,6.33,3.66,4.0,46.825,3.0,0.0,10.0,1.0,2015,11,276,Saturday,2015-11,2015,2015-11-28
696,2015-11-29,6.66,3.726,6.0,42.2,1.0,0.0,4.0,0.0,2015,11,276,Sunday,2015-11,2015,2015-11-29
697,2015-11-30,7.33,1.825,5.0,35.3,5.0,1.0,6.0,3.0,2015,11,276,Monday,2015-11,2015,2015-11-30
698,2015-12-01,1.99,2.023,6.3,23.9,4.0,1.0,5.0,1.0,2015,12,276,Tuesday,2015-12,2015,2015-12-01
699,2015-12-02,1.0,3.33,2.4,42.0,23.0,4.0,0.0,0.0,2015,12,276,Wednesday,2015-12,2015,2015-12-02
700,2015-12-03,4.0,3.0,5.6,56.0,6.0,1.0,1.0,1.0,2015,12,276,Thursday,2015-12,2015,2015-12-03
701,2015-12-04,3.33,4.759,4.7,25.6,9.0,3.0,3.0,1.0,2015,12,276,Friday,2015-12,2015,2015-12-04
702,2015-12-05,8.0,3.033,2.0,35.05,2.0,0.0,7.0,2.33,2015,12,276,Saturday,2015-12,2015,2015-12-05
703,2015-12-06,5.67,7.0,3.4,60.4,5.0,2.0,3.0,1.0,2015,12,276,Sunday,2015-12,2015,2015-12-06
704,2015-12-07,3.0,2.099,2.2,26.5,6.0,1.0,11.0,6.0,2015,12,276,Monday,2015-12,2015,2015-12-07
705,2015-12-08,2.0,6.34,2.0,41.325,8.0,0.0,0.0,0.0,2015,12,276,Tuesday,2015-12,2015,2015-12-08
706,2015-12-09,3.34,3.472,7.0,41.262,16.0,0.0,3.0,1.0,2015,12,276,Wednesday,2015-12,2015,2015-12-09
